Name,Carrier 1,Year 1,Carrier 2,Year 2,Carrier 3,Year 3,Carrier 4,Year 4,Carrier 5,Year 5,Carrier 6,Year 6,Carrier 7,Year 7,Carrier 8,Year 8,Carrier 9,Year 9,Carrier 10,Year 10,Carrier 11,Year 11,Carrier 12,Year 12,Carrier 13,Year 13,Carrier 14,Year 14,Carrier 15,Year 15,Carrier 16,Year 16,Carrier 17,Year 17,Carrier 18,Year 18,Carrier 19,Year 19,Carrier 20,Year 20,Carrier 21,Year 21,Carrier 22,Year 22,Carrier 23,Year 23,Carrier 24,Year 24,Carrier 25,Year 25,Carrier 26,Year 26,Carrier 27,Year 27,Carrier 28,Year 28,Carrier 29,Year 29,Carrier 30,Year 30,Carrier 31,Year 31,Carrier 32,Year 32,Carrier 33,Year 33,Carrier 34,Year 34,Carrier 35,Year 35,Carrier 36,Year 36,Carrier 37,Year 37,Carrier 38,Year 38,Carrier 39,Year 39,Carrier 40,Year 40,Carrier 41,Year 41,Carrier 42,Year 42,Carrier 43,Year 43,Carrier 44,Year 44,Carrier 45,Year 45
VERDIER AmÇlie Franáoise CÇcile AndrÇe,Ministry of Economy,2010,Ministry of Economy,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VERON Francois,FOM,1999,,2001,,2006,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
Patrice Jacques Marie,,1973,,1985,,1983,,1986,,1987,,1987,,1987,,1992,Other banks,1995,,2001,,2001,,2001,,2001,Technology,2005,Heavy industry,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
OLD Bernard Albert,,1959,the Ministry of National Education ,1967,Commisions,1971,,1970,the Ministry of Industry ,1978,,1983,Heavy industry,1985,,1988,,1996,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VILLAIN Claude Edouard Louis Etienne,,1964,,1965,Ministry of Economy,1966,,1971,the Ministry of Industry ,1973,,1974,,1973,,1974,,1978,,1985,Other sectors,1986,,1986,,1986,,1987,,1988,,1993,,2003,,2000,,1996,,2001,,2003,,2003,,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VILLEROY de GALHAU Francois Marie Bernard,Commisions,1986,Ministry of Economy,1988,,1993,Ministry of Economy,1996,,1996,,1999,,2000,,2003,BNP Paribas,2009,BNP Paribas,2008,,2008,BNP Paribas,2008,BNP Paribas,2009,Ministry of Economy,1990,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
VILLIN Philippe Bernard Gilbert,,1984,Ministry of Economy,1984,Media,1984,Consulting,1986,Media,1994,,1994,Consulting,1994,Technology,1996,Other sectors,1997,,1997,Investment banks,1997,,2001,,2003,,2003,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WAHL Jacques Henri,,1967,,1971,,1969,,1971,Ministry of Economy,1973,,1972,Ministry of Economy,1973,,1978,,1978,,1978,,1981,,1994,BNP Paribas,1984,,1996,,1998,,1994,BNP Paribas,2001,BNP Paribas,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WAHL Thierry Antoine LÇon Gustave,Ministry of Economy,1987,,1986,Ministry of Economy,1987,Ministry of Economy,1989,,1995,FOM,2000,FOM,2003,FOM,2003,,2007,,2007,,2007,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WALLON Dominique Anne Erwan,FOM,1974,,1974,,1981,,1982,Ministry of Culture,1986,,1986,,1995,,2000,,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WALRAFEN Thierry Gabriel Jean,,1968,,1973,,1973,,1976,,1980,,1978,the Forecasting department,1981,,1984,,1984,,1992, Caisse des dÇpìts et consignations,2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WEBER Jean Edouard Jacques,"the Ministry of Agriculture, Minister of Agriculture and Forestry ",1968,,1967,,1968,,1971,Commisions,1973,,1977,,1982,,1982,Pharmaceutical industry,1983,,1985,,1986,,1989,,1999,CIC,1999,Other banks,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WENDLING Claude Paul Emile,,1999,Ministry of Economy,2002,,2011,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WERNER Francois Claude Marie,Ministry of the Budget ,1993,,1995,,1995,,1995,,1997,,1999,,2001,,1999,,2002,,2001,,2001,,2004,,2004,,2005,,2005,,2008,,2009,,2008,,N / A,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WERNER Patrick Jacques Bernard,,1977,,1982,,1983,,1986,,1986,,1986,,1988,,1999,,1991,,1990,,1994,,1995,,1998,,2004,Other banks,1999,Other banks,2000,,2000,Other banks,2003,Other banks,2001,Technology,2001,,2003,,2003,,2004,Other banks,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WEYDERT Jean-Marie,,1967,Ministry of Economy,1969,Ministry of Economy,1973,,1973,,1973,,1974,,1977,,1974,,1987,,2000,,1995,Other banks,1994,,1996,,2000,,1967,,1972,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WIENER de CROISSET Charles Francis,,1974,,1976,FOM,1977,FOM,1978,,1980,HSBC France,1987,,1987,,1988,,2004,BPCE group,1999,,2000,,2004,,2006,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
WULF (de) Alain JosÇ,,1973,Retail,1978,,1978,Retail,1981,,1981,,1982,BNP Paribas,1986,,1986,Other sectors,1986,Technology,1986,Media,1987,BNP Paribas,1987,,1993,BNP Paribas,1993,BNP Paribas,1993,,1993,,1997,,1993,,1994,,1999,,2010,,2010,Consulting,2002,Heavy industry,2003,,2010,Heavy industry,2010,,N / A,Heavy industry,2003,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
ZELLER Humbert,,1964,,1966,,1968,,1979,,1985,,1986,,1996,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
